GPST AZ LAT LON
1298964552.158028 263.4788858270851 5959.77025 03017.34931
1298964552.34172 262.79226560655303 5959.77069 03017.34722
1298964552.531399 265.99090901958675 5959.77027 03017.34591
1298964552.940881 269.5303291655893 5959.76956 03017.34602
1298964553.130425 271.16116469969717 5959.76913 03017.34785
1298964553.314013 270.0965506679576 5959.76849 03017.34610
1298964553.670768 269.95079952108404 5959.76841 03017.34551
1298964553.854399 270.4696886101107 5959.76879 03017.34467
1298964554.07825 272.90790650454824 5959.76938 03017.34416
1298964554.488326 272.0715415625777 5959.76918 03017.34460
1298964554.677864 271.74967258248034 5959.76876 03017.34443
1298964554.861611 270.3797924815838 5959.76834 03017.34349
1298964555.045084 269.4494759897886 5959.76789 03017.34258
1298964555.228799 269.8831905600736 5959.76754 03017.34232
1298964555.418424 267.4315553268418 5959.76775 03017.34144
1298964555.602031 264.6531128294186 5959.76736 03017.34037
1298964555.669869 264.41718522479715 5959.76769 03017.33915
1298964556.034004 262.467495974575 5959.76788 03017.33882
1298964556.217748 265.480780729146 5959.76820 03017.33924
1298964556.285572 268.0205173829258 5959.76848 03017.34003
1298964556.649885 272.59708728026067 5959.76836 03017.33963
1298964556.833486 275.0201497028176 5959.76824 03017.33939
1298964556.901311 275.28327337301164 5959.76816 03017.33917
1298964557.090736 275.29758221381576 5959.76797 03017.33917
1298964557.274493 275.4364702793598 5959.76811 03017.33860
1298964557.689853 270.42610640101606 5959.76821 03017.33802
1298964557.873469 267.22656884098916 5959.76866 03017.33713
1298964558.231789 264.7550122207799 5959.76915 03017.33660
1298964558.415463 265.31344924261504 5959.76856 03017.33771
1298964558.655709 266.2623965383914 5959.76863 03017.33818
1298964559.012292 266.0555701380314 5959.76907 03017.33787
1298964559.229187 266.2034058988071 5959.76870 03017.33696
1298964559.419022 266.78776852932356 5959.76793 03017.33552
1298964559.654706 267.4427421630433 5959.76778 03017.33460
1298964559.838218 268.14281341814615 5959.76733 03017.33462
1298964560.078251 267.6333461821856 5959.76862 03017.33469
1298964560.186056 266.9300015200901 5959.76845 03017.33445
1298964560.253871 266.6213088317973 5959.76878 03017.33370
1298964560.620459 265.8032893072541 5959.76820 03017.33443
1298964560.801786 266.0761906316975 5959.76757 03017.33302
1298964561.217106 264.27271020898326 5959.76719 03017.33258
1298964561.408583 262.54251800866314 5959.76709 03017.33257
1298964561.601715 260.9897402702854 5959.76660 03017.33200
1298964561.850974 260.8519155695782 5959.76698 03017.33133
1298964562.224851 262.3751086140984 5959.76675 03017.33183
1298964562.423613 262.7095112925194 5959.76712 03017.33371
1298964562.498787 262.53766911164627 5959.76707 03017.33507
1298964562.865581 261.2231296349387 5959.76732 03017.33646
1298964563.063733 260.6742957416843 5959.76640 03017.33757
1298964563.312995 260.635706863255 5959.76576 03017.33708
1298964563.739429 259.79019548331473 5959.76511 03017.33787
1298964563.856343 259.0960199619893 5959.76463 03017.33796
1298964564.097885 258.4552875117946 5959.76435 03017.33674
1298964564.239772 258.365771536452 5959.76463 03017.33585
1298964564.479551 258.44707016838146 5959.76495 03017.33397
1298964564.661314 258.532177135948 5959.76507 03017.33417
1298964564.90168 259.4710146175011 5959.76503 03017.33213
1298964565.318887 259.2004064729312 5959.76524 03017.32987
